Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities
Niger,Diffa,Diffa,NER,NER002002,NER002,March,1997,0,0
Niger,Zinder,Belbedji,NER,NER007001,NER007,March,1997,0,0
Niger,Tillaberi,Kollo,NER,NER006008,NER006,March,1997,0,0
Niger,Tillaberi,Torodi,NER,NER006013,NER006,March,1997,0,0
Niger,Tahoua,Birni N'Konni,NER,NER005003,NER005,March,1997,0,0
Niger,Tahoua,Illela,NER,NER005005,NER005,March,1997,0,0
Niger,Tahoua,Ville de Tahoua,NER,NER005013,NER005,March,1997,0,0
Niger,Tahoua,Madaoua,NER,NER005007,NER005,March,1997,0,0
Niger,Maradi,Tessaoua,NER,NER004009,NER004,March,1997,0,0
Niger,Zinder,Mirriah,NER,NER007007,NER007,March,1997,0,0
Niger,Diffa,Goudoumaria,NER,NER002003,NER002,March,1997,0,0
Niger,Maradi,Bermo,NER,NER004002,NER004,March,1997,0,0
Niger,Tahoua,Tassara,NER,NER005010,NER005,March,1997,0,0
Niger,Agadez,Iferouane,NER,NER001004,NER001,March,1997,0,0
Niger,Tillaberi,Tillaberi,NER,NER006012,NER006,March,1997,0,0
Niger,Niamey,Ville de Niamey,NER,NER008001,NER008,March,1997,0,0
Niger,Tillaberi,Filingue,NER,NER006006,NER006,March,1997,0,0
Niger,Tahoua,Keita,NER,NER005006,NER005,March,1997,0,0
Niger,Tahoua,Tchintabaraden,NER,NER005011,NER005,March,1997,0,0
Niger,Maradi,Madarounfa,NER,NER004006,NER004,March,1997,0,0
Niger,Zinder,Damagaram Takaya,NER,NER007002,NER007,March,1997,0,0
Niger,Agadez,Ingall,NER,NER001005,NER001,March,1997,0,0
Niger,Tillaberi,Tera,NER,NER006011,NER006,March,1997,0,0
Niger,Dosso,Tibiri,NER,NER003008,NER003,March,1997,0,0
Niger,Tahoua,Tahoua,NER,NER005009,NER005,March,1997,0,0
Niger,Tahoua,Malbaza,NER,NER005008,NER005,March,1997,0,0
Niger,Zinder,Kantche,NER,NER007005,NER007,March,1997,0,0
Niger,Zinder,Dungass,NER,NER007003,NER007,March,1997,0,0
Niger,Zinder,Tanout,NER,NER007009,NER007,March,1997,0,0
Niger,Dosso,Boboye,NER,NER003001,NER003,March,1997,0,0
Niger,Tillaberi,Abala,NER,NER006001,NER006,March,1997,0,0
Niger,Maradi,Ville de Maradi,NER,NER004007,NER004,March,1997,0,0
Niger,Maradi,Aguie,NER,NER004001,NER004,March,1997,0,0
Niger,Zinder,Takeita,NER,NER007008,NER007,March,1997,0,0
Niger,Agadez,Bilma,NER,NER001003,NER001,March,1997,0,0
Niger,Tillaberi,Gotheye,NER,NER006007,NER006,April,1997,0,0
Niger,Dosso,Dosso,NER,NER003004,NER003,April,1997,0,0
Niger,Dosso,Dioundiou,NER,NER003002,NER003,April,1997,0,0
Niger,Dosso,Dogondoutchi,NER,NER003003,NER003,April,1997,0,0
Niger,Tahoua,Bagaroua,NER,NER005002,NER005,April,1997,0,0
Niger,Tahoua,Abalak,NER,NER005001,NER005,April,1997,0,0
Niger,Maradi,Guidan Roumdji,NER,NER004005,NER004,April,1997,0,0
Niger,Maradi,Gazaoua,NER,NER004004,NER004,April,1997,0,0
Niger,Diffa,N'Guigmi,NER,NER002006,NER002,April,1997,0,0
Niger,Agadez,Tchirozerine,NER,NER001006,NER001,April,1997,0,0
Niger,Dosso,Falmey,NER,NER003005,NER003,April,1997,0,0
Niger,Dosso,Gaya,NER,NER003006,NER003,April,1997,0,0
Niger,Tillaberi,Ouallam,NER,NER006009,NER006,April,1997,0,0
Niger,Tillaberi,Ayerou,NER,NER006002,NER006,April,1997,0,0
Niger,Tahoua,Tillia,NER,NER005012,NER005,April,1997,0,0
Niger,Zinder,Goure,NER,NER007004,NER007,April,1997,0,0
Niger,Diffa,Bosso,NER,NER002001,NER002,April,1997,0,0
Niger,Zinder,Tesker,NER,NER007010,NER007,April,1997,0,0
Niger,Tillaberi,Balleyara,NER,NER006003,NER006,April,1997,0,0
Niger,Tahoua,Bouza,NER,NER005004,NER005,April,1997,0,0
Niger,Maradi,Dakoro,NER,NER004003,NER004,April,1997,0,0
Niger,Maradi,Mayahi,NER,NER004008,NER004,April,1997,0,0
Niger,Diffa,N'Gourti,NER,NER002005,NER002,April,1997,0,0
Niger,Agadez,Aderbissinat,NER,NER001001,NER001,April,1997,0,0
Niger,Agadez,Arlit,NER,NER001002,NER001,April,1997,0,0
Niger,Tillaberi,Bankilare,NER,NER006005,NER006,April,1997,0,0
Niger,Tillaberi,Say,NER,NER006010,NER006,April,1997,0,0
Niger,Dosso,Loga,NER,NER003007,NER003,April,1997,0,0
Niger,Tillaberi,Banibangou,NER,NER006004,NER006,April,1997,0,0
Niger,Zinder,Magaria,NER,NER007006,NER007,April,1997,0,0
Niger,Zinder,Ville de Zinder,NER,NER007011,NER007,April,1997,0,0
Niger,Diffa,Maine Soroa,NER,NER002004,NER002,April,1997,0,0
Niger,Diffa,Diffa,NER,NER002002,NER002,April,1997,0,0
Niger,Zinder,Belbedji,NER,NER007001,NER007,April,1997,0,0
Niger,Tillaberi,Kollo,NER,NER006008,NER006,April,1997,0,0
Niger,Tillaberi,Torodi,NER,NER006013,NER006,April,1997,0,0
Niger,Tahoua,Birni N'Konni,NER,NER005003,NER005,April,1997,0,0
Niger,Tahoua,Illela,NER,NER005005,NER005,April,1997,0,0
Niger,Tahoua,Ville de Tahoua,NER,NER005013,NER005,April,1997,0,0
Niger,Tahoua,Madaoua,NER,NER005007,NER005,April,1997,0,0
Niger,Maradi,Tessaoua,NER,NER004009,NER004,April,1997,0,0
Niger,Zinder,Mirriah,NER,NER007007,NER007,April,1997,0,0
Niger,Diffa,Goudoumaria,NER,NER002003,NER002,April,1997,0,0
Niger,Maradi,Bermo,NER,NER004002,NER004,April,1997,0,0
Niger,Tahoua,Tassara,NER,NER005010,NER005,April,1997,0,0
Niger,Agadez,Iferouane,NER,NER001004,NER001,April,1997,0,0
Niger,Tillaberi,Tillaberi,NER,NER006012,NER006,April,1997,0,0
Niger,Niamey,Ville de Niamey,NER,NER008001,NER008,April,1997,0,0
Niger,Tillaberi,Filingue,NER,NER006006,NER006,April,1997,0,0
Niger,Tahoua,Keita,NER,NER005006,NER005,April,1997,0,0
Niger,Tahoua,Tchintabaraden,NER,NER005011,NER005,April,1997,0,0
Niger,Maradi,Madarounfa,NER,NER004006,NER004,April,1997,0,0
Niger,Zinder,Damagaram Takaya,NER,NER007002,NER007,April,1997,0,0
Niger,Agadez,Ingall,NER,NER001005,NER001,April,1997,0,0
Niger,Tillaberi,Tera,NER,NER006011,NER006,April,1997,0,0
Niger,Dosso,Tibiri,NER,NER003008,NER003,April,1997,0,0
Niger,Tahoua,Tahoua,NER,NER005009,NER005,April,1997,0,0
Niger,Tahoua,Malbaza,NER,NER005008,NER005,April,1997,0,0
Niger,Zinder,Kantche,NER,NER007005,NER007,April,1997,0,0
Niger,Zinder,Dungass,NER,NER007003,NER007,April,1997,0,0
Niger,Zinder,Tanout,NER,NER007009,NER007,April,1997,0,0
Niger,Dosso,Boboye,NER,NER003001,NER003,April,1997,0,0
Niger,Tillaberi,Abala,NER,NER006001,NER006,April,1997,0,0
Niger,Maradi,Ville de Maradi,NER,NER004007,NER004,April,1997,0,0
Niger,Maradi,Aguie,NER,NER004001,NER004,April,1997,0,0
Niger,Zinder,Takeita,NER,NER007008,NER007,April,1997,0,0
Niger,Agadez,Bilma,NER,NER001003,NER001,April,1997,0,0
Niger,Tillaberi,Gotheye,NER,NER006007,NER006,May,1997,0,0
Niger,Dosso,Dosso,NER,NER003004,NER003,May,1997,0,0
Niger,Dosso,Dioundiou,NER,NER003002,NER003,May,1997,0,0
Niger,Dosso,Dogondoutchi,NER,NER003003,NER003,May,1997,0,0
Niger,Tahoua,Bagaroua,NER,NER005002,NER005,May,1997,0,0
Niger,Tahoua,Abalak,NER,NER005001,NER005,May,1997,0,0
Niger,Maradi,Guidan Roumdji,NER,NER004005,NER004,May,1997,0,0
Niger,Maradi,Gazaoua,NER,NER004004,NER004,May,1997,0,0
Niger,Diffa,N'Guigmi,NER,NER002006,NER002,May,1997,0,0
Niger,Agadez,Tchirozerine,NER,NER001006,NER001,May,1997,0,0
Niger,Dosso,Falmey,NER,NER003005,NER003,May,1997,0,0
Niger,Dosso,Gaya,NER,NER003006,NER003,May,1997,0,0
Niger,Tillaberi,Ouallam,NER,NER006009,NER006,May,1997,0,0
Niger,Tillaberi,Ayerou,NER,NER006002,NER006,May,1997,0,0
Niger,Tahoua,Tillia,NER,NER005012,NER005,May,1997,0,0
Niger,Zinder,Goure,NER,NER007004,NER007,May,1997,0,0
Niger,Diffa,Bosso,NER,NER002001,NER002,May,1997,0,0
Niger,Zinder,Tesker,NER,NER007010,NER007,May,1997,0,0
Niger,Tillaberi,Balleyara,NER,NER006003,NER006,May,1997,0,0
Niger,Tahoua,Bouza,NER,NER005004,NER005,May,1997,0,0
Niger,Maradi,Dakoro,NER,NER004003,NER004,May,1997,0,0
Niger,Maradi,Mayahi,NER,NER004008,NER004,May,1997,0,0
Niger,Diffa,N'Gourti,NER,NER002005,NER002,May,1997,0,0
Niger,Agadez,Aderbissinat,NER,NER001001,NER001,May,1997,0,0
Niger,Agadez,Arlit,NER,NER001002,NER001,May,1997,0,0
Niger,Tillaberi,Bankilare,NER,NER006005,NER006,May,1997,0,0
Niger,Tillaberi,Say,NER,NER006010,NER006,May,1997,0,0
Niger,Dosso,Loga,NER,NER003007,NER003,May,1997,0,0
Niger,Tillaberi,Banibangou,NER,NER006004,NER006,May,1997,0,0
Niger,Zinder,Magaria,NER,NER007006,NER007,May,1997,0,0
Niger,Zinder,Ville de Zinder,NER,NER007011,NER007,May,1997,0,0
Niger,Diffa,Maine Soroa,NER,NER002004,NER002,May,1997,0,0
Niger,Diffa,Diffa,NER,NER002002,NER002,May,1997,0,0
Niger,Zinder,Belbedji,NER,NER007001,NER007,May,1997,0,0
Niger,Tillaberi,Kollo,NER,NER006008,NER006,May,1997,0,0
Niger,Tillaberi,Torodi,NER,NER006013,NER006,May,1997,0,0
Niger,Tahoua,Birni N'Konni,NER,NER005003,NER005,May,1997,0,0
Niger,Tahoua,Illela,NER,NER005005,NER005,May,1997,0,0
Niger,Tahoua,Ville de Tahoua,NER,NER005013,NER005,May,1997,0,0
Niger,Tahoua,Madaoua,NER,NER005007,NER005,May,1997,0,0
Niger,Maradi,Tessaoua,NER,NER004009,NER004,May,1997,0,0
Niger,Zinder,Mirriah,NER,NER007007,NER007,May,1997,0,0
Niger,Diffa,Goudoumaria,NER,NER002003,NER002,May,1997,0,0
Niger,Maradi,Bermo,NER,NER004002,NER004,May,1997,0,0
Niger,Tahoua,Tassara,NER,NER005010,NER005,May,1997,0,0
Niger,Agadez,Iferouane,NER,NER001004,NER001,May,1997,0,0
Niger,Tillaberi,Tillaberi,NER,NER006012,NER006,May,1997,0,0
Niger,Niamey,Ville de Niamey,NER,NER008001,NER008,May,1997,0,0
Niger,Tillaberi,Filingue,NER,NER006006,NER006,May,1997,0,0
Niger,Tahoua,Keita,NER,NER005006,NER005,May,1997,0,0
Niger,Tahoua,Tchintabaraden,NER,NER005011,NER005,May,1997,0,0
Niger,Maradi,Madarounfa,NER,NER004006,NER004,May,1997,0,0
Niger,Zinder,Damagaram Takaya,NER,NER007002,NER007,May,1997,0,0
Niger,Agadez,Ingall,NER,NER001005,NER001,May,1997,0,0
Niger,Tillaberi,Tera,NER,NER006011,NER006,May,1997,0,0
Niger,Dosso,Tibiri,NER,NER003008,NER003,May,1997,0,0
Niger,Tahoua,Tahoua,NER,NER005009,NER005,May,1997,0,0
Niger,Tahoua,Malbaza,NER,NER005008,NER005,May,1997,0,0
Niger,Zinder,Kantche,NER,NER007005,NER007,May,1997,0,0
Niger,Zinder,Dungass,NER,NER007003,NER007,May,1997,0,0
Niger,Zinder,Tanout,NER,NER007009,NER007,May,1997,0,0
Niger,Dosso,Boboye,NER,NER003001,NER003,May,1997,0,0
Niger,Tillaberi,Abala,NER,NER006001,NER006,May,1997,0,0
Niger,Maradi,Ville de Maradi,NER,NER004007,NER004,May,1997,0,0
Niger,Maradi,Aguie,NER,NER004001,NER004,May,1997,0,0
Niger,Zinder,Takeita,NER,NER007008,NER007,May,1997,0,0
Niger,Agadez,Bilma,NER,NER001003,NER001,May,1997,0,0
Niger,Tillaberi,Gotheye,NER,NER006007,NER006,June,1997,0,0
Niger,Dosso,Dosso,NER,NER003004,NER003,June,1997,0,0
Niger,Dosso,Dioundiou,NER,NER003002,NER003,June,1997,0,0
Niger,Dosso,Dogondoutchi,NER,NER003003,NER003,June,1997,0,0
Niger,Tahoua,Bagaroua,NER,NER005002,NER005,June,1997,0,0
Niger,Tahoua,Abalak,NER,NER005001,NER005,June,1997,0,0
Niger,Maradi,Guidan Roumdji,NER,NER004005,NER004,June,1997,0,0
Niger,Maradi,Gazaoua,NER,NER004004,NER004,June,1997,0,0
Niger,Diffa,N'Guigmi,NER,NER002006,NER002,June,1997,0,0
Niger,Agadez,Tchirozerine,NER,NER001006,NER001,June,1997,0,0
Niger,Dosso,Falmey,NER,NER003005,NER003,June,1997,0,0
Niger,Dosso,Gaya,NER,NER003006,NER003,June,1997,0,0
Niger,Tillaberi,Ouallam,NER,NER006009,NER006,June,1997,0,0
Niger,Tillaberi,Ayerou,NER,NER006002,NER006,June,1997,0,0
Niger,Tahoua,Tillia,NER,NER005012,NER005,June,1997,0,0
Niger,Zinder,Goure,NER,NER007004,NER007,June,1997,0,0
Niger,Diffa,Bosso,NER,NER002001,NER002,June,1997,0,0
Niger,Zinder,Tesker,NER,NER007010,NER007,June,1997,0,0
Niger,Tillaberi,Balleyara,NER,NER006003,NER006,June,1997,0,0
Niger,Tahoua,Bouza,NER,NER005004,NER005,June,1997,0,0
Niger,Maradi,Dakoro,NER,NER004003,NER004,June,1997,0,0
Niger,Maradi,Mayahi,NER,NER004008,NER004,June,1997,0,0
Niger,Diffa,N'Gourti,NER,NER002005,NER002,June,1997,0,0
Niger,Agadez,Aderbissinat,NER,NER001001,NER001,June,1997,0,0
Niger,Agadez,Arlit,NER,NER001002,NER001,June,1997,0,0
Niger,Tillaberi,Bankilare,NER,NER006005,NER006,June,1997,0,0
Niger,Tillaberi,Say,NER,NER006010,NER006,June,1997,0,0
Niger,Dosso,Loga,NER,NER003007,NER003,June,1997,0,0
Niger,Tillaberi,Banibangou,NER,NER006004,NER006,June,1997,0,0
Niger,Zinder,Magaria,NER,NER007006,NER007,June,1997,0,0
Niger,Zinder,Ville de Zinder,NER,NER007011,NER007,June,1997,0,0
Niger,Diffa,Maine Soroa,NER,NER002004,NER002,June,1997,0,0
Niger,Diffa,Diffa,NER,NER002002,NER002,June,1997,0,0
Niger,Zinder,Belbedji,NER,NER007001,NER007,June,1997,0,0
Niger,Tillaberi,Kollo,NER,NER006008,NER006,June,1997,0,0
Niger,Tillaberi,Torodi,NER,NER006013,NER006,June,1997,0,0
Niger,Tahoua,Birni N'Konni,NER,NER005003,NER005,June,1997,0,0
Niger,Tahoua,Illela,NER,NER005005,NER005,June,1997,0,0
Niger,Tahoua,Ville de Tahoua,NER,NER005013,NER005,June,1997,0,0
Niger,Tahoua,Madaoua,NER,NER005007,NER005,June,1997,0,0
Niger,Maradi,Tessaoua,NER,NER004009,NER004,June,1997,0,0
Niger,Zinder,Mirriah,NER,NER007007,NER007,June,1997,0,0
Niger,Diffa,Goudoumaria,NER,NER002003,NER002,June,1997,0,0
